MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
https://www.timbertech.com,,,,,,20000156,Building Materials,Decking & Railing,Composite Decking,1500156,AGB15516BS,1x6-16' Brownstone Grooved - Harvest Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),The AZEK Company,TimberTech®,AZEK®,AGB15516BS,,Building Materials>Decking & Railing>Composite Decking,"The AZEK Company TimberTech, Decking Board, Harvest Collection, AGB15516BS",DECKING BOARD PVC,"TimberTech® Harvest Collection AGB15516BS Decking Board, 1 in W x 6 in L, PVC","TimberTech® Decking Board, Harvest Collection, 1 in W x 6 in L, PVC","Harvest Collection Decking Board, PVC","Elevate your outdoor living space with high-performance TimberTech Harvest Collection decking boards designed for superior fade, stain, and scratch resistance.",,,,,,,,,,,,,,,,,,,,,,,,,,Decking Board,Series,Harvest Collection,,Collection,,,Edge Profile,Grooved Edge,,Thickness,,,Width,,,Length,,,Material,PVC,,Color,,,Texture,,,Fastening Method,,,Warranty,,,Additional Information,,,Size,1 in W x 6 in L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103603,,,1,EA,,6,in,,,1,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No
https://www.timbertech.com,,,,,,20000157,Building Materials,Decking & Railing,Composite Decking,1500157,AGB15520BS,1x6-20' Brownstone Grooved - Harvest Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),The AZEK Company,TimberTech®,AZEK®,AGB15520BS,,Building Materials>Decking & Railing>Composite Decking,"The AZEK Company TimberTech, Decking Board, Harvest Collection, AGB15520BS",DECKING BOARD PVC 20V,"TimberTech® Harvest Collection AGB15520BS Decking Board, 1 in W x 6 in L, PVC","TimberTech® Decking Board, Harvest Collection, 20 V, 1 in W x 6 in L, PVC","Harvest Collection Decking Board, PVC","Elevate your outdoor living space with high-performance TimberTech Harvest Collection decking boards designed for superior fade, stain, and scratch resistance.",,,,,,,,,,,,,,,,,,,,,,,,,,Decking Board,Series,Harvest Collection,,Collection,,,Edge Profile,Grooved Edge,,Thickness,,,Width,,,Length,,,Material,PVC,,Color,,,Texture,,,Fastening Method,,,Warranty,,,Additional Information,,,Voltage Rating,20,V,Size,1 in W x 6 in L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103603,,,1,EA,,6,in,,,1,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No
https://www.timbertech.com,,,,,,20000158,Building Materials,Decking & Railing,Composite Decking,1500158,AGB15512SG,1x6-12' Slate Gray Grooved - Harvest Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),The AZEK Company,TimberTech®,AZEK®,AGB15512SG,,Building Materials>Decking & Railing>Composite Decking,"The AZEK Company TimberTech, Decking Board, Harvest Collection, AGB15512SG",DECKING BOARD PVC 12V,"TimberTech® Harvest Collection AGB15512SG Decking Board, 1 in W x 6 in L, PVC, Slate","TimberTech® Decking Board, Harvest Collection, 12 V, 1 in W x 6 in L, PVC, Slate","Harvest Collection Decking Board, PVC, Slate","Elevate your outdoor living space with high-performance TimberTech Harvest Collection decking boards designed for superior fade, stain, and scratch resistance.",,,,,,,,,,,,,,,,,,,,,,,,,,Decking Board,Series,Harvest Collection,,Collection,,,Edge Profile,Grooved Edge,,Thickness,,,Width,,,Length,,,Material,PVC,,Color,Slate,,Texture,,,Fastening Method,,,Warranty,,,Additional Information,,,Voltage Rating,12,V,Size,1 in W x 6 in L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103603,,,1,EA,,6,in,,,1,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No
https://www.timbertech.com,,,,,,20000159,Building Materials,Decking & Railing,Composite Decking,1500159,AGB15516SG,1x6-16' Slate Gray Grooved - Harvest Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),The AZEK Company,TimberTech®,AZEK®,AGB15516SG,,Building Materials>Decking & Railing>Composite Decking,"The AZEK Company TimberTech, Decking Board, Harvest Collection, AGB15516SG",DECKING BOARD PVC,"TimberTech® Harvest Collection AGB15516SG Decking Board, 1 in W x 6 in L, PVC, Slate","TimberTech® Decking Board, Harvest Collection, 1 in W x 6 in L, PVC, Slate","Harvest Collection Decking Board, PVC, Slate","Elevate your outdoor living space with high-performance TimberTech Harvest Collection decking boards designed for superior fade, stain, and scratch resistance.",,,,,,,,,,,,,,,,,,,,,,,,,,Decking Board,Series,Harvest Collection,,Collection,,,Edge Profile,Grooved Edge,,Thickness,,,Width,,,Length,,,Material,PVC,,Color,Slate,,Texture,,,Fastening Method,,,Warranty,,,Additional Information,,,Size,1 in W x 6 in L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103603,,,1,EA,,6,in,,,1,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No
https://www.timbertech.com,,,,,,20000160,Building Materials,Decking & Railing,Composite Decking,1500160,AGB15520SG,1x6-20' Slate Gray Grooved - Harvest Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),The AZEK Company,TimberTech®,AZEK®,AGB15520SG,,Building Materials>Decking & Railing>Composite Decking,"The AZEK Company TimberTech, Decking Board, Harvest Collection, AGB15520SG",DECKING BOARD PVC 20V,"TimberTech® Harvest Collection AGB15520SG Decking Board, 1 in W x 6 in L, PVC, Slate","TimberTech® Decking Board, Harvest Collection, 20 V, 1 in W x 6 in L, PVC, Slate","Harvest Collection Decking Board, PVC, Slate","Elevate your outdoor living space with high-performance TimberTech Harvest Collection decking boards designed for superior fade, stain, and scratch resistance.",,,,,,,,,,,,,,,,,,,,,,,,,,Decking Board,Series,Harvest Collection,,Collection,,,Edge Profile,Grooved Edge,,Thickness,,,Width,,,Length,,,Material,PVC,,Color,Slate,,Texture,,,Fastening Method,,,Warranty,,,Additional Information,,,Voltage Rating,20,V,Size,1 in W x 6 in L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103603,,,1,EA,,6,in,,,1,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No
https://www.trex.com,,,,,,20000161,Building Materials,Decking & Railing,Composite Decking,1500161,543140016,1nx6-16' Biscayne Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"Trex Company, Inc.",Trex®,Trex,543140016,,Building Materials>Decking & Railing>Composite Decking,"Trex Company, Inc., Decking Board, Transcend Collection, 543140016",DECKING BOARD,"Trex® Transcend Collection 543140016 Decking Board, 16 ft, Biscayne","Trex® Decking Board, Transcend Collection, 16 ft, Biscayne","Transcend Collection Decking Board, Biscayne","Elevate your outdoor living space with high-performance Trex Transcend Collection decking boards designed for superior fade, stain, and scratch resistance.",,,,,,,,,,,,,,,,,,,,,,,,,,Decking Board,Series,Transcend Collection,,Collection,,,Edge Profile,Square Edge,,Thickness,,,Width,,,Length,,,Material,,,Color,Biscayne,,Texture,,,Fastening Method,,,Warranty,,,Additional Information,,,Size,16 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103603,,,1,EA,,16,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No
https://www.trex.com,,,,,,20000162,Building Materials,Decking & Railing,Composite Decking,1500162,543140020,1nx6-20' Biscayne Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"Trex Company, Inc.",Trex®,Trex,543140020,,Building Materials>Decking & Railing>Composite Decking,"Trex Company, Inc., Decking Board, Transcend Collection, 543140020",DECKING BOARD 20V,"Trex® Transcend Collection 543140020 Decking Board, 20 ft, Biscayne","Trex® Decking Board, Transcend Collection, 20 V, 20 ft, Biscayne","Transcend Collection Decking Board, Biscayne","Elevate your outdoor living space with high-performance Trex Transcend Collection decking boards designed for superior fade, stain, and scratch resistance.",,,,,,,,,,,,,,,,,,,,,,,,,,Decking Board,Series,Transcend Collection,,Collection,,,Edge Profile,Square Edge,,Thickness,,,Width,,,Length,,,Material,,,Color,Biscayne,,Texture,,,Fastening Method,,,Warranty,,,Additional Information,,,Voltage Rating,20,V,Size,20 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103603,,,1,EA,,20,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No
https://www.trex.com,,,,,,20000163,Building Materials,Decking & Railing,Composite Decking,1500163,543142016,1nx6-16' Carmel Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"Trex Company, Inc.",Trex®,Trex,543142016,,Building Materials>Decking & Railing>Composite Decking,"Trex Company, Inc., Decking Board, Transcend Collection, 543142016",DECKING BOARD,"Trex® Transcend Collection 543142016 Decking Board, 16 ft, Carmel","Trex® Decking Board, Transcend Collection, 16 ft, Carmel","Transcend Collection Decking Board, Carmel","Elevate your outdoor living space with high-performance Trex Transcend Collection decking boards designed for superior fade, stain, and scratch resistance.",,,,,,,,,,,,,,,,,,,,,,,,,,Decking Board,Series,Transcend Collection,,Collection,,,Edge Profile,Square Edge,,Thickness,,,Width,,,Length,,,Material,,,Color,Carmel,,Texture,,,Fastening Method,,,Warranty,,,Additional Information,,,Size,16 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103603,,,1,EA,,16,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No
https://www.trex.com,,,,,,20000164,Building Materials,Decking & Railing,Composite Decking,1500164,543142020,1nx6-20' Carmel Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"Trex Company, Inc.",Trex®,Trex,543142020,,Building Materials>Decking & Railing>Composite Decking,"Trex Company, Inc., Decking Board, Transcend Collection, 543142020",DECKING BOARD 20V,"Trex® Transcend Collection 543142020 Decking Board, 20 ft, Carmel","Trex® Decking Board, Transcend Collection, 20 V, 20 ft, Carmel","Transcend Collection Decking Board, Carmel","Elevate your outdoor living space with high-performance Trex Transcend Collection decking boards designed for superior fade, stain, and scratch resistance.",,,,,,,,,,,,,,,,,,,,,,,,,,Decking Board,Series,Transcend Collection,,Collection,,,Edge Profile,Square Edge,,Thickness,,,Width,,,Length,,,Material,,,Color,Carmel,,Texture,,,Fastening Method,,,Warranty,,,Additional Information,,,Voltage Rating,20,V,Size,20 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103603,,,1,EA,,20,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No
https://www.trex.com,,,,,,20000165,Building Materials,Decking & Railing,Composite Decking,1500165,543144016,1nx6-16' Island Mist Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"Trex Company, Inc.",Trex®,Trex,543144016,,Building Materials>Decking & Railing>Composite Decking,"Trex Company, Inc., Decking Board, Transcend Collection, 543144016",DECKING BOARD,"Trex® Transcend Collection 543144016 Decking Board, 16 ft, Island Mist","Trex® Decking Board, Transcend Collection, 16 ft, Island Mist","Transcend Collection Decking Board, Island Mist","Elevate your outdoor living space with high-performance Trex Transcend Collection decking boards designed for superior fade, stain, and scratch resistance.",,,,,,,,,,,,,,,,,,,,,,,,,,Decking Board,Series,Transcend Collection,,Collection,,,Edge Profile,Square Edge,,Thickness,,,Width,,,Length,,,Material,,,Color,Island Mist,,Texture,,,Fastening Method,,,Warranty,,,Additional Information,,,Size,16 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103603,,,1,EA,,16,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No
https://www.trex.com,,,,,,20000166,Building Materials,Decking & Railing,Composite Decking,1500166,543144020,1nx6-20' Island Mist Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"Trex Company, Inc.",Trex®,Trex,543144020,,Building Materials>Decking & Railing>Composite Decking,"Trex Company, Inc., Decking Board, Transcend Collection, 543144020",DECKING BOARD 20V,"Trex® Transcend Collection 543144020 Decking Board, 20 ft, Island Mist","Trex® Decking Board, Transcend Collection, 20 V, 20 ft, Island Mist","Transcend Collection Decking Board, Island Mist","Elevate your outdoor living space with high-performance Trex Transcend Collection decking boards designed for superior fade, stain, and scratch resistance.",,,,,,,,,,,,,,,,,,,,,,,,,,Decking Board,Series,Transcend Collection,,Collection,,,Edge Profile,Square Edge,,Thickness,,,Width,,,Length,,,Material,,,Color,Island Mist,,Texture,,,Fastening Method,,,Warranty,,,Additional Information,,,Voltage Rating,20,V,Size,20 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103603,,,1,EA,,20,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No
https://www.trex.com,,,,,,20000167,Building Materials,Decking & Railing,Composite Decking,1500167,543143016,1nx6-16' Jasper Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"Trex Company, Inc.",Trex®,Trex,543143016,,Building Materials>Decking & Railing>Composite Decking,"Trex Company, Inc., Decking Board, Transcend Collection, 543143016",DECKING BOARD,"Trex® Transcend Collection 543143016 Decking Board, 16 ft, Jasper","Trex® Decking Board, Transcend Collection, 16 ft, Jasper","Transcend Collection Decking Board, Jasper","Elevate your outdoor living space with high-performance Trex Transcend Collection decking boards designed for superior fade, stain, and scratch resistance.",,,,,,,,,,,,,,,,,,,,,,,,,,Decking Board,Series,Transcend Collection,,Collection,,,Edge Profile,Square Edge,,Thickness,,,Width,,,Length,,,Material,,,Color,Jasper,,Texture,,,Fastening Method,,,Warranty,,,Additional Information,,,Size,16 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103603,,,1,EA,,16,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No
https://www.trex.com,,,,,,20000168,Building Materials,Decking & Railing,Composite Decking,1500168,543143020,1nx6-20' Jasper Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"Trex Company, Inc.",Trex®,Trex,543143020,,Building Materials>Decking & Railing>Composite Decking,"Trex Company, Inc., Decking Board, Transcend Collection, 543143020",DECKING BOARD 20V,"Trex® Transcend Collection 543143020 Decking Board, 20 ft, Jasper","Trex® Decking Board, Transcend Collection, 20 V, 20 ft, Jasper","Transcend Collection Decking Board, Jasper","Elevate your outdoor living space with high-performance Trex Transcend Collection decking boards designed for superior fade, stain, and scratch resistance.",,,,,,,,,,,,,,,,,,,,,,,,,,Decking Board,Series,Transcend Collection,,Collection,,,Edge Profile,Square Edge,,Thickness,,,Width,,,Length,,,Material,,,Color,Jasper,,Texture,,,Fastening Method,,,Warranty,,,Additional Information,,,Voltage Rating,20,V,Size,20 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103603,,,1,EA,,20,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No
https://www.trex.com,,,,,,20000169,Building Materials,Decking & Railing,Composite Decking,1500169,543141016,1nx6-16' Rainier Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"Trex Company, Inc.",Trex®,Trex,543141016,,Building Materials>Decking & Railing>Composite Decking,"Trex Company, Inc., Decking Board, Transcend Collection, 543141016",DECKING BOARD,"Trex® Transcend Collection 543141016 Decking Board, 16 ft","Trex® Decking Board, Transcend Collection, 16 ft",Transcend Collection Decking Board,"Elevate your outdoor living space with high-performance Trex Transcend Collection decking boards designed for superior fade, stain, and scratch resistance.",,,,,,,,,,,,,,,,,,,,,,,,,,Decking Board,Series,Transcend Collection,,Collection,,,Edge Profile,Square Edge,,Thickness,,,Width,,,Length,,,Material,,,Color,,,Texture,,,Fastening Method,,,Warranty,,,Additional Information,,,Size,16 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103603,,,1,EA,,16,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No
https://www.trex.com,,,,,,20000170,Building Materials,Decking & Railing,Composite Decking,1500170,543141020,1nx6-20' Rainier Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"Trex Company, Inc.",Trex®,Trex,543141020,,Building Materials>Decking & Railing>Composite Decking,"Trex Company, Inc., Decking Board, Transcend Collection, 543141020",DECKING BOARD 20V,"Trex® Transcend Collection 543141020 Decking Board, 20 ft","Trex® Decking Board, Transcend Collection, 20 V, 20 ft",Transcend Collection Decking Board,"Elevate your outdoor living space with high-performance Trex Transcend Collection decking boards designed for superior fade, stain, and scratch resistance.",,,,,,,,,,,,,,,,,,,,,,,,,,Decking Board,Series,Transcend Collection,,Collection,,,Edge Profile,Square Edge,,Thickness,,,Width,,,Length,,,Material,,,Color,,,Texture,,,Fastening Method,,,Warranty,,,Additional Information,,,Voltage Rating,20,V,Size,20 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103603,,,1,EA,,20,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No
https://www.trex.com,,,,,,20000171,Building Materials,Decking & Railing,Composite Decking,1500171,543140412,1nx6-12' Biscayne Grooved - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"Trex Company, Inc.",Trex®,Trex,543140412,,Building Materials>Decking & Railing>Composite Decking,"Trex Company, Inc., Decking Board, Transcend Collection, 543140412",DECKING BOARD 12V,"Trex® Transcend Collection 543140412 Decking Board, 12 ft, Biscayne","Trex® Decking Board, Transcend Collection, 12 V, 12 ft, Biscayne","Transcend Collection Decking Board, Biscayne","Elevate your outdoor living space with high-performance Trex Transcend Collection decking boards designed for superior fade, stain, and scratch resistance.",,,,,,,,,,,,,,,,,,,,,,,,,,Decking Board,Series,Transcend Collection,,Collection,,,Edge Profile,Grooved Edge,,Thickness,,,Width,,,Length,,,Material,,,Color,Biscayne,,Texture,,,Fastening Method,,,Warranty,,,Additional Information,,,Voltage Rating,12,V,Size,12 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103603,,,1,EA,,12,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No
